ID,文物类型,文物ID,mapping_id,关系谓词,属性值,置信度,created_at
294,pottery,65,65,P53 has former or current location,瑶山遗址十一号墓,0.8,2025-12-01 19:11:52
295,pottery,65,45,P45 consists of (由...组成),夹细砂,0.8,2025-12-01 19:11:52
296,pottery,65,57,P108 was produced by (已产出),抹划,0.8,2025-12-01 19:11:52
297,pottery,65,60,P1\text{ is identified by},M14:47,0.8,2025-12-01 19:11:52
298,pottery,65,52,P46 is composed of (由...构成),侈口，折沿，浅腹，圜底近平，鱼鳍形足,0.8,2025-12-01 19:11:52
299,pottery,65,48,P45 consists of (由...组成),石英云母物质,0.8,2025-12-01 19:11:52
300,pottery,66,65,P53 has former or current location,瑶山遗址十一号墓,0.8,2025-12-01 19:11:52
301,pottery,66,45,P45 consists of (由...组成),夹细砂,0.8,2025-12-01 19:11:52
302,pottery,66,60,P1\text{ is identified by},M14:48,0.8,2025-12-01 19:11:52
303,pottery,66,52,P46 is composed of (由...构成),卷沿，鼓腹，矮圈足,0.8,2025-12-01 19:11:52
304,pottery,67,65,P53 has former or current location,瑶山遗址十一号墓,0.8,2025-12-01 19:11:52
305,pottery,67,45,P45 consists of (由...组成),夹粗砂,0.8,2025-12-01 19:11:52
306,pottery,67,60,P1\text{ is identified by},M14:49,0.8,2025-12-01 19:11:52
307,pottery,67,52,P46 is composed of (由...构成),侈口，深腹，尖圜底,0.8,2025-12-01 19:11:52
308,pottery,68,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
309,pottery,68,45,P45 consists of (由...组成),夹砂褐胎黑皮陶,0.8,2025-12-01 19:24:48
310,pottery,68,60,P1\text{ is identified by},M12:6,0.8,2025-12-01 19:24:48
311,pottery,68,52,P46 is composed of (由...构成),圈足,0.8,2025-12-01 19:24:48
312,pottery,69,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
313,pottery,69,45,P45 consists of (由...组成),夹砂红陶,0.8,2025-12-01 19:24:48
314,pottery,69,60,P1\text{ is identified by},M12:7,0.8,2025-12-01 19:24:48
315,pottery,69,52,P46 is composed of (由...构成),鱼鳍形足,0.8,2025-12-01 19:24:48
316,pottery,70,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
317,pottery,70,45,P45 consists of (由...组成),泥质黑胎黑皮陶,0.8,2025-12-01 19:24:48
318,pottery,70,60,P1\text{ is identified by},M12:67,0.8,2025-12-01 19:24:48
319,pottery,70,51,P2 has type (是类型),豆,0.8,2025-12-01 19:24:48
320,pottery,71,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
321,pottery,71,58,P108 was produced by (已产出),拍印,0.8,2025-12-01 19:24:48
322,pottery,71,45,P45 consists of (由...组成),夹粗砂红陶,0.8,2025-12-01 19:24:48
323,pottery,71,59,P65 shows visual item (展示视觉项),篮纹,0.8,2025-12-01 19:24:48
324,pottery,71,60,P1\text{ is identified by},M12:2,0.8,2025-12-01 19:24:48
325,pottery,72,60,P1\text{ is identified by},7,0.8,2025-12-01 19:24:48
326,pottery,72,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
327,pottery,73,54,P43 has dimension (具有量度),口径6厘米,0.8,2025-12-01 19:24:48
328,pottery,73,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
329,pottery,73,45,P45 consists of (由...组成),夹细砂黑皮陶,0.8,2025-12-01 19:24:48
330,pottery,73,60,P1\text{ is identified by},67,0.8,2025-12-01 19:24:48
331,pottery,73,55,P103 was intended for (被意图用于),过滤,0.8,2025-12-01 19:24:48
332,pottery,73,52,P46 is composed of (由...构成),仅可辨过滤器之上部分,0.8,2025-12-01 19:24:48
333,pottery,73,48,P45 consists of (由...组成),细砂,0.8,2025-12-01 19:24:48
334,pottery,74,60,P1\text{ is identified by},M14:88,0.8,2025-12-01 19:24:48
335,pottery,74,54,P43 has dimension (具有量度),长1.4、直径0.95厘米,0.8,2025-12-01 19:24:48
336,pottery,74,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
337,pottery,75,60,P1\text{ is identified by},M14:89,0.8,2025-12-01 19:24:48
338,pottery,75,54,P43 has dimension (具有量度),长1.9、直径1厘米,0.8,2025-12-01 19:24:48
339,pottery,75,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
340,pottery,76,60,P1\text{ is identified by},M14:91,0.8,2025-12-01 19:24:48
341,pottery,76,54,P43 has dimension (具有量度),长1.4、直径0.9厘米,0.8,2025-12-01 19:24:48
342,pottery,76,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
343,pottery,77,60,P1\text{ is identified by},M14:92,0.8,2025-12-01 19:24:48
344,pottery,77,54,P43 has dimension (具有量度),长1.4、直径0.9厘米,0.8,2025-12-01 19:24:48
345,pottery,77,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
346,pottery,78,60,P1\text{ is identified by},M14:96,0.8,2025-12-01 19:24:48
347,pottery,78,54,P43 has dimension (具有量度),直径约0.8厘米,0.8,2025-12-01 19:24:48
348,pottery,78,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
349,pottery,79,60,P1\text{ is identified by},M14:101,0.8,2025-12-01 19:24:48
350,pottery,79,54,P43 has dimension (具有量度),长1.4、直径1厘米,0.8,2025-12-01 19:24:48
351,pottery,79,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
352,pottery,80,60,P1\text{ is identified by},M14:104,0.8,2025-12-01 19:24:48
353,pottery,80,54,P43 has dimension (具有量度),直径约0.6厘米,0.8,2025-12-01 19:24:48
354,pottery,80,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
355,pottery,81,60,P1\text{ is identified by},M14:105,0.8,2025-12-01 19:24:48
356,pottery,81,54,P43 has dimension (具有量度),长1.4、直径1.1厘米,0.8,2025-12-01 19:24:48
357,pottery,81,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
358,pottery,82,60,P1\text{ is identified by},M14:106,0.8,2025-12-01 19:24:48
359,pottery,82,52,P46 is composed of (由...构成),一面留有线切割痕迹,0.8,2025-12-01 19:24:48
360,pottery,82,54,P43 has dimension (具有量度),长1.35、直径1.2厘米,0.8,2025-12-01 19:24:48
361,pottery,82,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
362,pottery,83,60,P1\text{ is identified by},M14:108-1,0.8,2025-12-01 19:24:48
363,pottery,83,52,P46 is composed of (由...构成),单面钻孔，可与251号拼接,0.8,2025-12-01 19:24:48
364,pottery,83,54,P43 has dimension (具有量度),长2、直径1.3厘米,0.8,2025-12-01 19:24:48
365,pottery,83,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
366,pottery,84,60,P1\text{ is identified by},M14:251,0.8,2025-12-01 19:24:48
367,pottery,84,52,P46 is composed of (由...构成),"单面钻孔, 可与 108-1 号拼接, 其中一面留有线切割痕迹",0.8,2025-12-01 19:24:48
368,pottery,84,54,P43 has dimension (具有量度),长 2、直径 1.2 厘米,0.8,2025-12-01 19:24:48
369,pottery,84,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
370,pottery,85,60,P1\text{ is identified by},M14:111,0.8,2025-12-01 19:24:48
371,pottery,85,54,P43 has dimension (具有量度),长2、直径1.3厘米,0.8,2025-12-01 19:24:48
372,pottery,85,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
373,pottery,86,60,P1\text{ is identified by},M14:112,0.8,2025-12-01 19:24:48
374,pottery,86,52,P46 is composed of (由...构成),外壁留有弧状切割痕迹,0.8,2025-12-01 19:24:48
375,pottery,86,54,P43 has dimension (具有量度),长2.45、直径0.75厘米,0.8,2025-12-01 19:24:48
376,pottery,86,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
377,pottery,87,60,P1\text{ is identified by},M14:115,0.8,2025-12-01 19:24:48
378,pottery,87,52,P46 is composed of (由...构成),外壁一侧留有凹弧状切割痕迹,0.8,2025-12-01 19:24:48
379,pottery,87,54,P43 has dimension (具有量度),长3、直径1厘米,0.8,2025-12-01 19:24:48
380,pottery,87,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
381,pottery,88,60,P1\text{ is identified by},M14:116,0.8,2025-12-01 19:24:48
382,pottery,88,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
383,pottery,89,60,P1\text{ is identified by},M14:119,0.8,2025-12-01 19:24:48
384,pottery,89,54,P43 has dimension (具有量度),长1.8、直径1.1厘米,0.8,2025-12-01 19:24:48
385,pottery,89,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
386,pottery,90,60,P1\text{ is identified by},M14:120,0.8,2025-12-01 19:24:48
387,pottery,90,54,P43 has dimension (具有量度),长1.85、直径1厘米,0.8,2025-12-01 19:24:48
388,pottery,90,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
389,pottery,91,60,P1\text{ is identified by},M14:124,0.8,2025-12-01 19:24:48
390,pottery,91,52,P46 is composed of (由...构成),其中一面还留有两次的钻痕,0.8,2025-12-01 19:24:48
391,pottery,91,54,P43 has dimension (具有量度),长2.15、直径1.2厘米,0.8,2025-12-01 19:24:48
392,pottery,91,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
393,pottery,92,60,P1\text{ is identified by},M14:130,0.8,2025-12-01 19:24:48
394,pottery,92,54,P43 has dimension (具有量度),长1.85、直径1厘米,0.8,2025-12-01 19:24:48
395,pottery,92,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
396,pottery,93,60,P1\text{ is identified by},M14:131,0.8,2025-12-01 19:24:48
397,pottery,93,52,P46 is composed of (由...构成),外壁留有弧状切割痕迹,0.8,2025-12-01 19:24:48
398,pottery,93,54,P43 has dimension (具有量度),长1.8、直径1厘米,0.8,2025-12-01 19:24:48
399,pottery,93,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
400,pottery,94,60,P1\text{ is identified by},M14:154,0.8,2025-12-01 19:24:48
401,pottery,94,54,P43 has dimension (具有量度),长2.2、直径1.05厘米,0.8,2025-12-01 19:24:48
402,pottery,94,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
403,pottery,95,60,P1\text{ is identified by},M14:155,0.8,2025-12-01 19:24:48
404,pottery,95,54,P43 has dimension (具有量度),长3.65、直径1.07厘米,0.8,2025-12-01 19:24:48
405,pottery,95,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
406,pottery,96,60,P1\text{ is identified by},M14:156,0.8,2025-12-01 19:24:48
407,pottery,96,54,P43 has dimension (具有量度),长2.05、直径1厘米,0.8,2025-12-01 19:24:48
408,pottery,96,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
409,pottery,97,60,P1\text{ is identified by},M14:192,0.8,2025-12-01 19:24:48
410,pottery,97,54,P43 has dimension (具有量度),长1.5、直径0.9厘米,0.8,2025-12-01 19:24:48
411,pottery,97,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
412,pottery,98,60,P1\text{ is identified by},M14:193,0.8,2025-12-01 19:24:48
413,pottery,98,54,P43 has dimension (具有量度),长1、直径0.7厘米,0.8,2025-12-01 19:24:48
414,pottery,98,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
415,pottery,99,60,P1\text{ is identified by},M14:194,0.8,2025-12-01 19:24:48
416,pottery,99,54,P43 has dimension (具有量度),长2.05、直径1.05厘米,0.8,2025-12-01 19:24:48
417,pottery,99,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
418,pottery,100,60,P1\text{ is identified by},M14:196,0.8,2025-12-01 19:24:48
419,pottery,100,54,P43 has dimension (具有量度),直径约1.3厘米,0.8,2025-12-01 19:24:48
420,pottery,100,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
421,pottery,101,60,P1\text{ is identified by},M14:198,0.8,2025-12-01 19:24:48
422,pottery,101,52,P46 is composed of (由...构成),外壁留有竖向的擦痕,0.8,2025-12-01 19:24:48
423,pottery,101,54,P43 has dimension (具有量度),长2.1、直径1.2厘米,0.8,2025-12-01 19:24:48
424,pottery,101,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
425,pottery,102,60,P1\text{ is identified by},M14:215,0.8,2025-12-01 19:24:48
426,pottery,102,54,P43 has dimension (具有量度),长1.4、直径0.95厘米,0.8,2025-12-01 19:24:48
427,pottery,102,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
428,pottery,103,60,P1\text{ is identified by},M14:252,0.8,2025-12-01 19:24:48
429,pottery,103,52,P46 is composed of (由...构成),外壁留有片切割痕迹,0.8,2025-12-01 19:24:48
430,pottery,103,54,P43 has dimension (具有量度),长2.3、直径0.72厘米,0.8,2025-12-01 19:24:48
431,pottery,103,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
432,pottery,104,60,P1\text{ is identified by},M14:253,0.8,2025-12-01 19:24:48
433,pottery,104,52,P46 is composed of (由...构成),残朽,0.8,2025-12-01 19:24:48
434,pottery,104,54,P43 has dimension (具有量度),长1.3、直径0.8厘米,0.8,2025-12-01 19:24:48
435,pottery,104,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
436,pottery,105,60,P1\text{ is identified by},M14:257,0.8,2025-12-01 19:24:48
437,pottery,105,54,P43 has dimension (具有量度),长1.9、直径1厘米,0.8,2025-12-01 19:24:48
438,pottery,105,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
439,pottery,106,60,P1\text{ is identified by},M14:258,0.8,2025-12-01 19:24:48
440,pottery,106,54,P43 has dimension (具有量度),长1.7、直径1.08厘米,0.8,2025-12-01 19:24:48
441,pottery,106,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
442,pottery,107,60,P1\text{ is identified by},M14:260,0.8,2025-12-01 19:24:48
443,pottery,107,54,P43 has dimension (具有量度),长0.9、直径0.7厘米,0.8,2025-12-01 19:24:48
444,pottery,107,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
445,pottery,108,60,P1\text{ is identified by},M14:220-1,0.8,2025-12-01 19:24:48
446,pottery,108,52,P46 is composed of (由...构成),对钻孔，中间切磨一周凹弦纹,0.8,2025-12-01 19:24:48
447,pottery,108,54,P43 has dimension (具有量度),长1.3、直径0.7厘米,0.8,2025-12-01 19:24:48
448,pottery,108,59,P65 shows visual item (展示视觉项),弦纹,0.8,2025-12-01 19:24:48
449,pottery,108,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
450,pottery,109,60,P1\text{ is identified by},M14:220-2,0.8,2025-12-01 19:24:48
451,pottery,109,52,P46 is composed of (由...构成),对钻孔，中间切磨一周凹弦纹,0.8,2025-12-01 19:24:48
452,pottery,109,54,P43 has dimension (具有量度),长1.1、直径0.7厘米,0.8,2025-12-01 19:24:48
453,pottery,109,59,P65 shows visual item (展示视觉项),弦纹,0.8,2025-12-01 19:24:48
454,pottery,109,65,P53 has former or current location,M14,0.8,2025-12-01 19:24:48
455,pottery,110,60,P1\text{ is identified by},M14:76,0.8,2025-12-01 19:24:48
456,pottery,110,45,P45 consists of (由...组成),夹砂黑皮陶,0.8,2025-12-01 19:24:48
457,pottery,110,48,P45 consists of (由...组成),砂,0.8,2025-12-01 19:24:48
458,pottery,110,52,P46 is composed of (由...构成),圈足,0.8,2025-12-01 19:24:48
459,pottery,110,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
460,pottery,111,60,P1\text{ is identified by},76,0.8,2025-12-01 19:24:48
461,pottery,111,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
462,pottery,112,65,P53 has former or current location,M15,0.8,2025-12-01 19:24:48
463,pottery,112,58,P108 was produced by (已产出),拍印,0.8,2025-12-01 19:24:48
464,pottery,112,45,P45 consists of (由...组成),夹粗砂红陶,0.8,2025-12-01 19:24:48
465,pottery,112,59,P65 shows visual item (展示视觉项),篮纹,0.8,2025-12-01 19:24:48
466,pottery,112,60,P1\text{ is identified by},M15:41,0.8,2025-12-01 19:24:48
467,pottery,112,52,P46 is composed of (由...构成),子母口,0.8,2025-12-01 19:24:48
468,pottery,112,48,P45 consists of (由...组成),粗砂,0.8,2025-12-01 19:24:48
469,pottery,1,54,P43 has dimension (具有量度),口径21.2、高11、圈足径16.6厘米,0.8,2025-12-01 19:24:48
470,pottery,1,65,P53 has former or current location,M15,0.8,2025-12-01 19:24:48
471,pottery,1,45,P45 consists of (由...组成),泥质褐胎黑皮陶,0.8,2025-12-01 19:24:48
472,pottery,1,60,P1\text{ is identified by},M15:42,0.8,2025-12-01 19:24:48
473,pottery,1,52,P46 is composed of (由...构成),敞口，浅盘，腹壁较直，腹外壁有一周较宽的凸起，喇叭形圈足 | 口沿略向外翻卷，浅盘，腹底向内折收，交接处均有一周凹棱；喇叭形大圈足较粗，中段有一组或二组凸弦纹，弦纹之间等距饰三个或四个扁方形小镂孔,0.8,2025-12-01 19:24:48
474,pottery,113,54,P43 has dimension (具有量度),足径约10厘米,0.8,2025-12-01 19:24:48
475,pottery,113,65,P53 has former or current location,M15,0.8,2025-12-01 19:24:48
476,pottery,113,45,P45 consists of (由...组成),泥质黑皮陶,0.8,2025-12-01 19:24:48
477,pottery,113,60,P1\text{ is identified by},M15:43,0.8,2025-12-01 19:24:48
478,pottery,113,52,P46 is composed of (由...构成),圈足,0.8,2025-12-01 19:24:48
479,pottery,114,65,P53 has former or current location,M15,0.8,2025-12-01 19:24:48
480,pottery,114,45,P45 consists of (由...组成),夹砂褐陶,0.8,2025-12-01 19:24:48
481,pottery,114,60,P1\text{ is identified by},M15:44,0.8,2025-12-01 19:24:48
482,pottery,114,52,P46 is composed of (由...构成),鱼鳍形足,0.8,2025-12-01 19:24:48
483,pottery,115,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
484,pottery,115,60,P1\text{ is identified by},41,0.8,2025-12-01 19:24:48
485,pottery,115,51,P2 has type (是类型),大口缸,0.8,2025-12-01 19:24:48
486,pottery,116,60,P1\text{ is identified by},42,0.8,2025-12-01 19:24:48
487,pottery,116,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
488,pottery,117,60,P1\text{ is identified by},43,0.8,2025-12-01 19:24:48
489,pottery,117,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:48
490,pottery,118,60,P1\text{ is identified by},44,0.8,2025-12-01 19:24:49
491,pottery,118,52,P46 is composed of (由...构成),鱼鳍形足,0.8,2025-12-01 19:24:49
492,pottery,118,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:49
493,pottery,119,65,P53 has former or current location,反山十六号墓,0.8,2025-12-01 19:24:49
494,pottery,119,60,P1\text{ is identified by},100,0.8,2025-12-01 19:24:49
495,pottery,120,65,P53 has former or current location,反山十六号墓,0.8,2025-12-01 19:24:49
496,pottery,120,60,P1\text{ is identified by},101,0.8,2025-12-01 19:24:49
497,pottery,121,65,P53 has former or current location,反山十六号墓,0.8,2025-12-01 19:24:49
498,pottery,121,60,P1\text{ is identified by},102,0.8,2025-12-01 19:24:49
499,pottery,122,65,P53 has former or current location,反山十六号墓,0.8,2025-12-01 19:24:49
500,pottery,122,60,P1\text{ is identified by},103,0.8,2025-12-01 19:24:49
501,pottery,123,60,P1\text{ is identified by},M16:103,0.8,2025-12-01 19:24:49
502,pottery,123,45,P45 consists of (由...组成),夹砂红陶,0.8,2025-12-01 19:24:49
503,pottery,123,52,P46 is composed of (由...构成),鱼鳍形足，足横截面外侧微厚,0.8,2025-12-01 19:24:49
504,pottery,123,65,P53 has former or current location,反山十二号墓,0.8,2025-12-01 19:24:49
